year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
1985,"Egypt",38.10419,3.182354,41.00732,3.072981,,,,
1986,"Egypt",37.61923,3.103962,40.42843,3.092133,,,,
1987,"Egypt",36.90024,3.057769,39.52005,3.027158,,,,
1988,"Egypt",35.10691,2.730263,37.39184,2.730159,,,,
1989,"Egypt",33.81022,2.478656,35.77833,2.460595,,,,
1990,"Egypt",32.52423,2.06592,34.04939,2.473467,,,,
1991,"Egypt",32.63499,2.148055,33.98211,2.351637,,,,
1992,"Egypt",32.57349,1.891623,33.84391,2.180894,,,,
1993,"Egypt",32.67117,1.884336,33.90844,2.122017,,,,
1994,"Egypt",32.92635,1.874091,34.17789,2.159262,,,,
1995,"Egypt",32.84359,1.939795,34.28036,2.135806,,,,
1996,"Egypt",34.01711,2.030577,35.50524,2.267671,,,,
1997,"Egypt",34.28475,1.958412,35.8671,2.206402,,,,
1998,"Egypt",34.89585,1.85901,36.41556,2.207802,,,,
1999,"Egypt",35.66059,2.139487,37.17295,2.293257,,,,
2000,"Egypt",36.20053,2.19582,37.87775,2.552569,,,,
2001,"Egypt",35.32803,2.020602,37.01368,2.350669,,,,
2002,"Egypt",34.45553,2.14962,36.1496,2.498745,,,,
2003,"Egypt",33.889,1.896723,35.36616,2.200918,,,,
2004,"Egypt",33.32246,1.968234,34.58272,2.281671,,,,
2005,"Egypt",32.98604,1.922624,34.26003,2.34936,,,,
2006,"Egypt",32.49596,1.650273,33.90314,1.998592,,,,
2007,"Egypt",32.00588,1.566137,33.54625,1.909041,,,,
2008,"Egypt",31.5158,1.698422,33.18935,2.114164,,,,
2009,"Egypt",31.64526,1.484487,33.48042,1.8172,,,,
1977,"El Salvador",47.23317,2.353185,48.70165,2.876018,,,,
1989,"El Salvador",40.76444,2.062972,43.8548,2.667517,6.844677,5.282414,3.090354,2.420603
1990,"El Salvador",41.95995,1.862025,45.10171,2.369171,6.836989,4.155092,3.141766,1.965879
1991,"El Salvador",43.15545,1.724343,46.34863,2.139475,6.805214,3.33741,3.193178,1.626467
1992,"El Salvador",44.35095,1.66569,47.59554,2.002198,6.75331,2.968835,3.24459,1.483734
1993,"El Salvador",45.54645,1.694293,48.84245,1.976688,6.684522,3.117781,3.296001,1.591508
1994,"El Salvador",46.74195,1.80601,50.08937,2.067088,6.601537,3.659643,3.347413,1.907796
1995,"El Salvador",46.02333,1.668321,49.07405,1.867274,6.144637,3.519069,3.050722,1.786952
1996,"El Salvador",46.55882,1.422271,49.71204,1.655933,6.302323,2.46956,3.153224,1.281438
1997,"El Salvador",47.09431,1.60339,50.35004,1.912592,6.394909,3.299772,3.255725,1.725926
1998,"El Salvador",48.33143,1.640324,51.85401,1.886764,6.724982,3.356723,3.522585,1.807383
1999,"El Salvador",47.77334,1.585696,51.3102,1.926401,6.818212,3.360457,3.536866,1.794421
2000,"El Salvador",48.06596,1.561743,51.97455,2.032388,7.438175,3.333149,3.908593,1.831113
2001,"El Salvador",47.64137,1.556475,51.62374,1.986482,7.639622,3.200941,3.982377,1.745071
2002,"El Salvador",46.86443,1.441026,51.03677,1.890517,8.100359,3.194344,4.172338,1.716363
2003,"El Salvador",45.38552,1.049336,49.27213,1.364318,7.856305,1.972983,3.886611,1.035665
2004,"El Salvador",43.9066,.9457297,47.50748,1.247522,7.542044,2.23875,3.600883,1.126663
2005,"El Salvador",42.61481,.7700545,45.80808,1.143915,6.935201,2.026524,3.193273,.9828771
2006,"El Salvador",42.24922,.7250818,45.30154,1.041463,6.707755,1.889839,3.052315,.9068012
2007,"El Salvador",42.07151,.7413016,45.07824,1.086606,6.635581,2.020041,3.006722,.9632165
2008,"El Salvador",41.86522,.7521802,44.68571,1.121107,6.274343,2.085359,2.820492,.9822804
2009,"El Salvador",41.37142,.7604038,44.16135,1.07483,6.283953,2.019243,2.789931,.9375821
2010,"El Salvador",40.58383,.7079732,43.33162,1.102307,6.301528,2.111208,2.747794,.9656767
2011,"El Salvador",39.70032,.7198495,42.39237,1.04286,6.313681,2.109821,2.69205,.9406286
2012,"El Salvador",39.04041,.7339835,41.66277,1.085605,6.253468,2.189027,2.622363,.96123
1981,"Estonia",22.60223,1.89704,33.36229,3.705251,,,,
1986,"Estonia",23.22972,1.615671,33.80565,3.144834,,,,
1987,"Estonia",23.24353,1.178785,34.03844,2.207685,,,,
1988,"Estonia",23.25734,1.098836,34.27124,1.851553,,,,
1989,"Estonia",24.36186,1.418735,37.04652,1.887043,,,,
1990,"Estonia",21.983,.8100261,31.17733,1.509091,,,,
1991,"Estonia",28.02305,.9712222,39.59016,1.696963,,,,
1992,"Estonia",34.0631,1.379189,48.00299,2.330944,28.94988,3.034386,13.93989,1.938104
1993,"Estonia",35.19188,1.238355,38.6102,1.551147,8.770434,3.474314,3.418322,1.422415
1994,"Estonia",34.79943,1.097756,37.79837,1.454648,7.854906,3.238551,2.998942,1.291336
1995,"Estonia",33.20677,1.037649,37.82649,1.524346,12.1287,3.138531,4.619727,1.314683
1996,"Estonia",33.28035,.7528391,39.51255,1.402703,15.70243,2.559849,6.232192,1.190226
1997,"Estonia",32.89112,.7003872,44.09399,1.464743,25.35114,2.169237,11.20288,1.262505
1998,"Estonia",34.24787,.5810698,46.28083,1.032872,25.97798,1.448192,12.03296,.8742343
1999,"Estonia",35.08997,.4870574,48.3601,.7523404,27.43064,1.065485,13.27013,.6567206
2000,"Estonia",36.1,.480473,49.6,.5,27.21494,.8994494,13.50463,.4963508
2001,"Estonia",35.73384,.3903651,49.74765,.4607157,28.16728,.7305668,14.01381,.4290109
2002,"Estonia",35.53815,.3708701,49.93462,.4718603,28.82784,.7057344,14.39647,.4278519
2003,"Estonia",35.07766,.4069356,49.63766,.5021616,29.3294,.7822766,14.56001,.4671698
2004,"Estonia",34.7,.62156,49.5,.7,29.86832,1.125413,14.78933,.6536502
2005,"Estonia",33.69566,.3965116,48.03679,.4844065,29.85151,.7718874,14.34113,.4461963
2006,"Estonia",32.66512,.3789464,46.63792,.4579187,29.95747,.752651,13.9728,.4209364
2007,"Estonia",31.5,.530064,44.9,.6,29.82998,1.064603,13.40224,.563178
2008,"Estonia",31.88006,.4035974,46.31262,.5617614,31.15897,.8154848,14.43256,.4814776
2009,"Estonia",32.19753,.3583255,47.45211,.5814471,32.142,.7774383,15.25459,.4982675
2010,"Estonia",32.5,.434146,48.8,.6,33.40566,.8466222,16.31652,.5257187
2011,"Estonia",32.58768,.5741295,49.05363,1.206207,33.54142,1.462289,16.46595,1.045181
2012,"Estonia",32.67373,.815352,49.50856,1.905501,33.9379,2.233902,16.83483,1.65057
1981,"Ethiopia",32.50224,2.240586,34.16341,2.631729,,,,
1988,"Ethiopia",29.58709,3.794275,30.87676,3.840347,,,,
1989,"Ethiopia",29.56199,3.7875,30.8116,3.795025,,,,
1990,"Ethiopia",31.37701,3.405911,32.69709,3.470817,,,,
1991,"Ethiopia",33.19204,3.065682,34.58258,3.203225,,,,
1992,"Ethiopia",35.00706,2.782028,36.46806,3.0074,,,,
1993,"Ethiopia",36.82208,2.573723,38.35355,2.897929,,,,
1994,"Ethiopia",38.6371,2.459983,40.23904,2.884658,,,,
1995,"Ethiopia",40.45213,2.453992,42.12453,2.968878,,,,
1996,"Ethiopia",39.47747,2.409675,41.37855,2.79304,,,,
1997,"Ethiopia",35.36169,2.674791,36.95277,2.836241,,,,
1998,"Ethiopia",32.45664,2.655824,33.98506,2.78564,,,,
1999,"Ethiopia",29.76495,1.811263,31.14572,2.144084,,,,
2000,"Ethiopia",29.2488,1.79689,30.75693,2.081859,,,,
2001,"Ethiopia",29.37298,2.856387,30.88581,3.015243,,,,
2002,"Ethiopia",29.31922,2.830312,30.84578,2.967877,,,,
2003,"Ethiopia",29.3634,2.799404,30.83085,3.002785,,,,
2004,"Ethiopia",29.34242,1.745582,30.70525,2.0746,,,,
2005,"Ethiopia",29.56528,1.762149,30.98108,2.047269,,,,
2006,"Ethiopia",30.39593,1.681917,31.83753,1.946818,,,,
2007,"Ethiopia",31.22658,1.703275,32.69397,1.964671,,,,
2008,"Ethiopia",32.05723,1.822655,33.55042,2.09781,,,,
2009,"Ethiopia",32.88788,2.022777,34.40686,2.326526,,,,
2010,"Ethiopia",33.71853,2.282501,35.26331,2.625963,,,,
1968,"Fiji",45.21083,2.717147,48.59201,3.141097,,,,
1977,"Fiji",40.3227,1.972925,43.75747,2.183734,,,,
1991,"Fiji",42.02043,2.538027,44.77018,2.797951,,,,
1992,"Fiji",41.57969,2.420516,44.28349,2.676059,,,,
1993,"Fiji",41.13894,2.319875,43.79679,2.573995,,,,
1994,"Fiji",40.6982,2.238379,43.3101,2.494195,,,,
1995,"Fiji",40.25746,2.17818,42.82341,2.438845,,,,
1996,"Fiji",39.81671,2.141073,42.33671,2.409631,,,,
1997,"Fiji",39.37597,2.128268,41.85002,2.407504,,,,
1998,"Fiji",38.93522,2.1402,41.36332,2.432534,,,,
1999,"Fiji",38.49448,2.176463,40.87663,2.483903,,,,
2000,"Fiji",38.05373,2.235873,40.38993,2.560024,,,,
2001,"Fiji",37.61299,2.316649,39.90324,2.658772,,,,
2002,"Fiji",37.17225,2.416651,39.41654,2.777735,,,,
2003,"Fiji",35.30419,2.155715,37.96752,2.517278,,,,
2004,"Fiji",35.11523,1.969663,37.27723,2.298661,,,,
2005,"Fiji",34.92628,1.852112,36.58694,2.1752,,,,
2006,"Fiji",34.73732,1.816412,35.89665,2.163247,,,,
2007,"Fiji",34.54836,1.867262,35.20636,2.26457,,,,
2008,"Fiji",34.35941,1.998066,34.51607,2.465241,,,,
2009,"Fiji",37.86843,2.054651,36.28804,2.524455,,,,
1963,"Finland",22.31575,1.457931,40.96836,3.2701,,,,
1964,"Finland",22.83306,1.456369,41.40845,3.199394,,,,
1965,"Finland",23.27302,1.487005,41.86538,3.191181,,,,
1966,"Finland",24.1542,1.583534,42.8937,3.232456,,,,
1967,"Finland",24.52891,1.600493,43.17887,3.235748,,,,
1968,"Finland",25.13764,1.635667,43.43847,3.31121,,,,
1969,"Finland",25.04613,1.456719,42.14817,3.002261,,,,
1970,"Finland",25.38235,1.435243,41.1818,3.0011,,,,
1971,"Finland",25.54135,.9852644,38.70963,1.821348,,,,
1972,"Finland",24.864,1.317733,39.87736,2.809263,,,,
1973,"Finland",24.14027,1.15514,40.17788,2.597334,,,,
1974,"Finland",23.57248,1.130783,40.57764,2.549555,,,,
1975,"Finland",22.79556,.5843261,40.83716,1.661611,44.11603,1.996107,18.0416,1.460361
1976,"Finland",22.70217,.4889708,40.25613,1.627507,43.53895,1.951209,17.55396,1.434297
1977,"Finland",24.87521,.6463943,44.51872,1.957598,44.04876,2.122995,19.64352,1.712622
1978,"Finland",22.82519,.6079392,41.19432,1.869625,44.53104,1.597012,18.36913,1.425048
1979,"Finland",21.97716,.6006317,39.7985,1.812975,44.7205,1.551815,17.82133,1.363974
1980,"Finland",20.9226,.768815,38.02529,2.112218,44.89762,1.872003,17.10269,1.557488
1981,"Finland",19.64542,.5693855,35.08061,1.292164,43.95345,1.873318,15.43519,1.115233
1982,"Finland",20.20063,1.046288,36.94326,2.490326,45.22083,2.288248,16.74263,1.782985
1983,"Finland",20.29898,.9789159,37.36454,2.276234,45.59703,2.044333,17.06555,1.619365
1984,"Finland",20.40203,.8249925,38.02079,2.123413,46.26857,1.834714,17.61875,1.546975
1985,"Finland",20.34135,.3679674,38.32068,1.049312,46.8921,1.253184,17.97933,.9115082
1986,"Finland",20.58132,.2744994,38.56191,.6935644,46.61714,.855593,17.9806,.6022261
1987,"Finland",20.7,.185166,38.8,.3,46.65511,.4368846,18.11031,.2571706
1988,"Finland",20.85812,.1748468,38.96318,.5580984,46.45924,.6758689,18.10506,.4973691
1989,"Finland",20.96296,.1591919,39.40331,.6977395,46.78609,.8071584,18.44036,.6292464
1990,"Finland",20.9572,.1426938,39.8631,.54283,47.41955,.6384073,18.9059,.49468
1991,"Finland",20.9,.17087,40.7,.3,48.66025,.4048195,19.81372,.2643519
1992,"Finland",20.80323,.1010835,44.1533,.6263775,52.87634,.5804362,23.35007,.5788518
1993,"Finland",20.75045,.0921987,47.20826,.8081371,56.0336,.681466,26.45781,.7673935
1994,"Finland",21.044,.1397431,47.93333,.6927931,56.09023,.5559,26.88933,.6370053
1995,"Finland",21.6,.265062,47.5,.5,54.52711,.5311893,25.91093,.4356695
1996,"Finland",22.11408,.1396248,48.65039,.7545199,54.5363,.6064993,26.5363,.6921228
1997,"Finland",22.89015,.0859414,49.20336,.9746053,53.46196,.8491425,26.31321,.9347011
1998,"Finland",23.64339,.0910332,48.19524,.9655219,50.92485,.8950602,24.55185,.9198996
1999,"Finland",24.42401,.1603454,47.70387,.7229479,48.79172,.6636851,23.27986,.6526424
2000,"Finland",25.2,.308522,46.7,.5,46.03288,.6107731,21.51215,.4442597
2001,"Finland",25.01152,.1641041,46.59726,.5401302,46.31872,.5578152,21.58574,.4874432
2002,"Finland",24.99448,.1182329,46.29612,.564116,46.00526,.5754303,21.30164,.5160629
2003,"Finland",25.21325,.1803743,46.45107,.5260147,45.71598,.5487759,21.23782,.4677261
2004,"Finland",25.7,.322057,47,.4,45.28315,.6053182,21.28739,.3665665
2005,"Finland",25.81897,.2419897,46.68011,.5535692,44.68497,.5891365,20.86114,.4757268
2006,"Finland",26.15354,.2605104,46.74461,.4895264,44.04701,.564583,20.59107,.4203144
2007,"Finland",26.4,.345743,46.8,.5,43.58262,.6663233,20.4055,.4274597
2008,"Finland",26.31923,.2860185,47.13047,.6471732,44.15059,.6787114,20.81124,.5504572
2009,"Finland",26.2368,.2977686,47.37071,.6093194,44.60886,.6653796,21.13391,.5232899
2010,"Finland",26.1,.334115,47.6,.4,45.16726,.6087579,21.51172,.3645832
